time_stamp,x_pos,y_pos,heading,vel_true,delta_cmd,acc_cmd,x_acc,y_acc,z_acc,droll,roll,x2_acc,y2_acc,z2_acc,droll2,roll2
1701588372524740695,-3447229.494316883,-5747452.381557988,2.6267610986961625,0.0001617431640625,0.0011562167288727534,0.003,0.24714156985282898,0.14871332049369812,-9.777162551879883,0.005013756453990936,-0.011305062100291252,-0.013783331960439682,-0.4651833772659302,-9.824999809265137,0.006445351988077164,0.04295826703310013
1701588372567774057,-3447229.494316883,-5747452.381557988,2.6268297632469437,0.0001617431640625,0.0017344772122847717,0.006,0.23396259546279907,0.15290436148643494,-9.77835464477539,0.003947597928345203,-0.011301918886601925,-0.009582534432411194,-0.4483283758163452,-9.823387145996094,0.005823940970003605,0.04309075325727463
1701588372623155117,-3447229.494316883,-5747452.381557988,2.6272660692466996,0.0,0.002889392413053221,0.009000000000000001,0.22737374901771545,0.16188597679138184,-9.784917831420898,0.0074087344110012054,-0.011388497427105904,-0.015193851664662361,-0.4303763806819916,-9.827007293701172,0.008935940451920033,0.043274786323308945
1701588372668350696,-3447229.494316883,-5747452.381557988,2.627499242617061,0.0,0.002889392413053221,0.012,0.24175675213336945,0.16068652272224426,-9.774776458740234,0.0060778590850532055,-0.011333585716784,-0.014396930113434792,-0.4406454563140869,-9.829773902893066,0.010535532608628273,0.04356538876891136
1701588372721426010,-3447229.492235185,-5747452.383053397,2.6276713808311722,0.0,0.0046191514631849,0.015,0.23097079992294312,0.15589681267738342,-9.773582458496094,0.007674431893974543,-0.01135921385139227,-0.01580893248319626,-0.4516071081161499,-9.837130546569824,0.012312566861510277,0.04396480321884155
1701588372769464254,-3447229.492235185,-5747452.383053397,2.627823491884639,0.0,0.0046191514631849,0.018,0.23696249723434448,0.16368117928504944,-9.780741691589355,0.007678103633224964,-0.011483574286103249,-0.016596486791968346,-0.45287632942199707,-9.83049201965332,0.013733883388340473,0.04444225877523422
1701588372826897382,-3447229.4959295047,-5747452.382219622,2.627754827333858,0.0001617431640625,0.0051960632379674234,0.020999999999999998,0.2333715260028839,0.1636795997619629,-9.77298641204834,0.007140764035284519,-0.011511559598147869,-0.014979676343500614,-0.4677497148513794,-9.823138236999512,0.013559097424149513,0.04498999938368797
1701588372868952512,-3447229.493561642,-5747452.382571177,2.6276480158104203,0.0001617431640625,0.005773088439181211,0.023999999999999997,0.2333662509918213,0.15949013829231262,-9.779548645019531,0.007941202260553837,-0.011412734165787697,-0.0049654641188681126,-0.47283828258514404,-9.81721305847168,0.010711951181292534,0.045264024287462234
1701588372919749975,-3447229.493561642,-5747452.382571177,2.627867837740352,0.0001617431640625,0.006926330694175109,0.026999999999999996,0.23636190593242645,0.16248416900634766,-9.78253173828125,0.006079257465898991,-0.011689949780702591,-0.018793366849422455,-0.4751121401786804,-9.830778121948242,0.008844690397381783,0.04553845152258873
1701588372969374418,-3447229.493231959,-5747452.3824077295,2.6279980142845414,0.0001617431640625,0.00750289036198607,0.029999999999999995,0.2327624410390854,0.14691701531410217,-9.775968551635742,0.006344949826598167,-0.011649256572127342,-0.012377983890473843,-0.45629948377609253,-9.821399688720703,0.007600942626595497,0.045742396265268326
