time_stamp,x_pos,y_pos,heading,vel_true,delta_cmd,acc_cmd,x_acc,y_acc,z_acc,droll,roll,x2_acc,y2_acc,z2_acc,droll2,roll2
1701588669639322280,-3447236.64645052,-5747447.201233718,3.0787927110924027,0.0001617431640625,0.0008885804875817121,0,0.18069452047348022,0.2636624276638031,-9.784917831420898,0.007676177658140659,-0.018929947167634964,-0.059804901480674744,-0.3954733610153198,-9.824201583862305,0.010535959154367447,0.08538620918989182
1701588669677449941,-3447236.64645052,-5747447.201233718,3.0787760217918656,0.0,0.0008885804875817121,0.003,0.17829957604408264,0.25707483291625977,-9.774776458740234,0.005543504375964403,-0.01893012411892414,-0.06582466512918472,-0.4063068628311157,-9.835165023803711,0.008936533704400063,0.08562090992927551
1701588669726186990,-3447236.64645052,-5747447.201233718,3.078807493044307,0.0,0.0008885804875817121,0.006,0.1908724009990692,0.2564796805381775,-9.792076110839844,0.005541767459362745,-0.01891842484474182,-0.06181102991104126,-0.3836948573589325,-9.826074600219727,0.010444949381053448,0.08587326854467392
1701588669779646396,-3447236.646238095,-5747447.200769721,3.0788580377830765,0.0001617431640625,0.0009802257096174565,0.009000000000000001,0.19087490439414978,0.25468215346336365,-9.784917831420898,0.006083191372454166,-0.018923718482255936,-0.05903785303235054,-0.39281874895095825,-9.84168815612793,0.009469800628721714,0.08566916733980179
1701588669829484224,-3447236.646238095,-5747447.200769721,3.078863759828975,0.0,0.0009802257096174565,0.012,0.1890903264284134,0.279228150844574,-9.784320831298828,0.005545695312321186,-0.01891547255218029,-0.0660153403878212,-0.3949688673019409,-9.829017639160156,0.008845224976539612,0.08541817218065262
1701588669880119085,-3447236.644930658,-5747447.2013737615,3.078842302156856,0.0,0.0009802257096174565,0.015,0.1843021810054779,0.2768308222293854,-9.771793365478516,0.007408422417938709,-0.01891929656267166,-0.05422527343034744,-0.40393272042274475,-9.836624145507812,0.009645822457969189,0.08573833853006363
1701588669931077480,-3447236.644930658,-5747447.2013737615,3.0788389642967484,0.0,0.0009802257096174565,0.018,0.18010172247886658,0.26485735177993774,-9.772985458374023,0.006877247244119644,-0.01887630857527256,-0.058618590235710144,-0.3998371362686157,-9.832111358642578,0.00919954851269722,0.08550458401441574
1701588669980400800,-3447236.6461251527,-5747447.201554545,3.078861375643184,0.0,0.0009802257096174565,0.020999999999999998,0.19267156720161438,0.2421073317527771,-9.77298641204834,0.0058105397038161755,-0.018860813230276108,-0.04641100764274597,-0.39516904950141907,-9.829017639160156,0.010444434359669685,0.08580795675516129
1701588670030237436,-3447236.6461251527,-5747447.201554545,3.0788303812279008,0.0001617431640625,0.0010718555835202465,0.023999999999999997,0.18548327684402466,0.24929267168045044,-9.77835464477539,0.007946206256747246,-0.01878529228270054,-0.0646304041147232,-0.3947325050830841,-9.837236404418945,0.009734710678458214,0.08558065444231033
1701588670080074071,-3447236.6458624,-5747447.200714228,3.078828473879268,0.0001617431640625,0.0011634813175021347,0.026999999999999996,0.18907999992370605,0.25048941373825073,-9.775372505187988,0.00687389075756073,-0.01873437501490116,-0.060205765068531036,-0.40190309286117554,-9.8252534866333,0.010181642137467861,0.08587925136089325
1701588670132916450,-3447236.6458624,-5747447.200714228,3.0788432558311722,-0.0001617431640625,0.0010719115197864594,0.029999999999999995,0.1806899607181549,0.2456999272108078,-9.775372505187988,0.006076153367757797,-0.01889714039862156,-0.06143268197774887,-0.3915536403656006,-9.838512420654297,0.00982411578297615,0.08612813800573349
1701588670178715705,-3447236.6454068166,-5747447.2011381015,3.078870912386348,0.0,0.0010719115197864594,0.032999999999999995,0.19326657056808472,0.24689961969852448,-9.786706924438477,0.005546450149267912,-0.018965205177664757,-0.05841587483882904,-0.3984038829803467,-9.83054256439209,0.010355505160987377,0.08590997010469437
1701588670234302759,-3447236.6454068166,-5747447.2011381015,3.0788599451317094,0.000323486328125,0.0012551770774735052,0.036,0.18548640608787537,0.25827354192733765,-9.78133773803711,0.006874351296573877,-0.018952736631035805,-0.05643227696418762,-0.38032370805740356,-9.837772369384766,0.009377741254866123,0.0856487900018692
1701588670279156208,-3447236.6463583256,-5747447.199789585,3.0788885553612015,0.0,0.0012551770774735052,0.039,0.1765003204345703,0.26006972789764404,-9.78193473815918,0.006611635908484459,-0.01905890181660652,-0.05902085453271866,-0.39685046672821045,-9.83298110961914,0.009290981106460094,0.08594699949026108
1701588670331404685,-3447236.6463583256,-5747447.199789585,3.0788880785240433,0.0,0.0012551770774735052,0.042,0.1890748292207718,0.2492939978837967,-9.784917831420898,0.006611309014260769,-0.018959255889058113,-0.05359010770916939,-0.4003458023071289,-9.81747817993164,0.009554581716656685,0.08568044751882553
1701588670377337932,-3447236.645370942,-5747447.201946875,3.0788790186180375,0.0,0.0012551770774735052,0.045000000000000005,0.18967369198799133,0.250491738319397,-9.786706924438477,0.007406824268400669,-0.01892855204641819,-0.05961458757519722,-0.40360450744628906,-9.830221176147461,0.009291364811360836,0.08595029264688492
1701588670430100440,-3447236.645370942,-5747447.201946875,3.0788785417808793,0.0,0.0012551770774735052,0.04800000000000001,0.19387170672416687,0.24809467792510986,-9.775372505187988,0.006341780535876751,-0.01893792115151882,-0.058022640645504,-0.3978753685951233,-9.834160804748535,0.009912127628922462,0.08568678796291351
1701588670478617191,-3447236.647105414,-5747447.201234894,3.0788279970421097,0.0001617431640625,0.0013467742499174778,0.05100000000000001,0.19087600708007812,0.2534840703010559,-9.781338691711426,0.0066099464893341064,-0.018813233822584152,-0.05440549552440643,-0.4073318839073181,-9.826330184936523,0.00982351042330265,0.08599691838026047
1701588670531139612,-3447236.647105414,-5747447.201234894,3.0788065393699906,0.0,0.0013467742499174778,0.05400000000000001,0.18308579921722412,0.2534847855567932,-9.784917831420898,0.006076540797948837,-0.018803950399160385,-0.06983718276023865,-0.3945923447608948,-9.840242385864258,0.009913500398397446,0.0857536792755127
1701588670578839540,-3447236.647237584,-5747447.199149284,3.0788155992759965,0.0001617431640625,0.0014384633837526849,0.057000000000000016,0.19688500463962555,0.257668137550354,-9.748526573181152,0.005550026427954435,-0.018791327252984047,-0.05920978635549545,-0.4013465642929077,-9.827470779418945,0.0098238131031394,0.08604004979133606
1701588670630971670,-3447236.647237584,-5747447.199149284,3.0788012941612504,0.0,0.0014384633837526849,0.06000000000000002,0.1950625628232956,0.231331005692482,-9.772987365722656,0.005810129456222057,-0.018782632425427437,-0.06601652503013611,-0.40120238065719604,-9.830276489257812,0.008844738826155663,0.08579195290803909
1701588670680555105,-3447236.645661714,-5747447.198470262,3.0788136919273636,0.0,0.0014384633837526849,0.06300000000000001,0.185487300157547,0.25887197256088257,-9.780144691467285,0.006343458779156208,-0.018818335607647896,-0.0584220290184021,-0.39766716957092285,-9.83376407623291,0.008756485767662525,0.08608726412057877
1701588670735147714,-3447236.645661714,-5747447.198470262,3.078811784578731,0.0001617431640625,0.0015301316668593773,0.06600000000000002,0.18668784201145172,0.2600686252117157,-9.776565551757812,0.00580882653594017,-0.018724825233221054,-0.05621156468987465,-0.3955533802509308,-9.828205108642578,0.01053423061966896,0.08586271107196808
1701588670778495550,-3447236.6463493756,-5747447.19870345,3.0788198908104203,0.0,0.0015301316668593773,0.06900000000000002,0.18907269835472107,0.2546842098236084,-9.795060157775879,0.006343512795865536,-0.01881721429526806,-0.06479823589324951,-0.3967946171760559,-9.820162773132324,0.01044522039592266,0.08616448938846588
1701588670830052375,-3447236.6462022536,-5747447.1993342275,3.078793664766719,0.0,0.0015301316668593773,0.07200000000000002,0.18847627937793732,0.2492937445640564,-9.783724784851074,0.005805914755910635,-0.01880078762769699,-0.05123007297515869,-0.40298783779144287,-9.83945083618164,0.010179057717323303,0.08591031283140182
1701588670879076719,-3447236.6462022536,-5747447.1993342275,3.078654905153682,0.0001617431640625,0.0016220219288202947,0.07500000000000002,0.1866721212863922,0.24151206016540527,-9.789690017700195,0.007405796088278294,-0.018971571698784828,-0.057047635316848755,-0.3905206024646759,-9.846948623657227,0.00911320373415947,0.0861881747841835
1701588670932351350,-3447236.6462022536,-5747447.1993342275,3.078633447481563,0.0,0.0016220219288202947,0.07800000000000003,0.1908688247203827,0.25169068574905396,-9.794463157653809,0.006344249937683344,-0.01894049346446991,-0.05143537372350693,-0.39140546321868896,-9.841120719909668,0.010268674232065678,0.08591670542955399
1701588670978690624,-3447236.6461159918,-5747447.200110878,3.0786258180870316,-0.0001617431640625,0.0015301563573911698,0.08100000000000003,0.18847966194152832,0.2570769190788269,-9.784917831420898,0.005545890424400568,-0.01897280290722847,-0.054033052176237106,-0.4024113118648529,-9.840665817260742,0.010534657165408134,0.08621776849031448
1701588671030726432,-3447236.6461159918,-5747447.200110878,3.0786277254356644,0.000323486328125,0.0017141124845115692,0.08400000000000003,0.18009962141513824,0.2612653970718384,-9.773582458496094,0.007142207585275173,-0.018942171707749367,-0.06281113624572754,-0.3891116976737976,-9.826549530029297,0.010536056943237782,0.08597729355096817
1701588671079055070,-3447236.6469102595,-5747447.2002594555,3.0786391695274613,0.0,0.0017141124845115692,0.08700000000000004,0.1950642317533493,0.23013265430927277,-9.768213272094727,0.005279213190078735,-0.01888544298708439,-0.05723702535033226,-0.3914095163345337,-9.841320037841797,0.009291212074458599,0.08628221601247787
1701588671136775732,-3447236.6469102595,-5747447.2002594555,3.0786959131492875,0.0,0.0018060131419829531,0.09000000000000004,0.18488085269927979,0.2439047396183014,-9.779548645019531,0.006341116037219763,-0.01891431026160717,-0.06260789930820465,-0.38506409525871277,-9.824440002441406,0.009911684319376945,0.08604046702384949
1701588671180104732,-3447236.6460234644,-5747447.198924654,3.0787083109154008,0.0001617431640625,0.0018060131419829531,0.09300000000000004,0.19088056683540344,0.25288331508636475,-9.771196365356445,0.006345473695546389,-0.018843062222003937,-0.06121094524860382,-0.39653828740119934,-9.827381134033203,0.009557962417602539,0.08634252101182938
1701588671228985309,-3447236.6460234644,-5747447.198924654,3.078743596865108,0.0001617431640625,0.0018977677008596516,0.09600000000000004,0.18129029870033264,0.2570769190788269,-9.784917831420898,0.006075701676309109,-0.01875738985836506,-0.056031402200460434,-0.3903486132621765,-9.83834171295166,0.010003496892750263,0.08608093857765198
1701588671279562473,-3447236.645563406,-5747447.200518285,3.078692098452022,0.0,0.0018977677008596516,0.09900000000000005,0.19866029918193817,0.24689888954162598,-9.783127784729004,0.008210661821067333,-0.0186911728233099,-0.05842135101556778,-0.4022752642631531,-9.833858489990234,0.010892493650317192,0.08637861162424088
1701588671331014633,-3447236.645563406,-5747447.200518285,3.078619619203975,0.0,0.0018977677008596516,0.10200000000000005,0.19148489832878113,0.25527632236480713,-9.76284408569336,0.007140170782804489,-0.018704524263739586,-0.06443019956350327,-0.3987441062927246,-9.837545394897461,0.00920487754046917,0.08612280339002609
1701588671380185127,-3447236.646087652,-5747447.199620574,3.078342576815059,0.0001617431640625,0.0018977677008596516,0.10500000000000005,0.23282471299171448,0.2013826072216034,-9.70378303527832,0.007947243750095367,-0.018749449402093887,-0.056008197367191315,-0.40354451537132263,-9.827219009399414,0.010446461848914623,0.08642110973596573
1701588671431399822,-3447236.646087652,-5747447.199620574,3.0783597429527543,0.0001617431640625,0.0019901270372386383,0.10800000000000005,0.15314912796020508,0.3427000939846039,-9.839802742004395,0.005283030215650797,-0.018662964925169945,-0.05481516942381859,-0.39479267597198486,-9.83022689819336,0.00964784249663353,0.08615574240684509
1701588671479279041,-3447236.6462791744,-5747447.200181079,3.0783645113243363,0.0001617431640625,0.0020824647716207356,0.11100000000000006,0.12324643135070801,0.42231982946395874,-9.813553810119629,0.0042118774726986885,-0.018660521134734154,-0.06240350008010864,-0.38943204283714294,-9.822537422180176,0.010179521515965462,0.08647691458463669
1701588671531353950,-3447236.6462791744,-5747447.200181079,3.0783654649986527,0.0001617431640625,0.002174788584823725,0.11400000000000006,0.11006473749876022,0.43968600034713745,-9.834434509277344,0.016980884596705437,-0.017939910292625427,0.12899461388587952,-0.4344516396522522,-9.850574493408203,0.011423083953559399,0.08617899566888809
1701588671579850196,-3447236.644913502,-5747447.200866044,3.078231950594356,0.0059844970703125,0.0042248153035326745,0.11700000000000006,0.3861139714717865,0.14992043375968933,-9.824888229370117,0.020204324275255203,-0.017277754843235016,0.056897036731243134,-0.4614766240119934,-9.789846420288086,0.008402330800890923,0.08649018406867981
1701588671633162260,-3447236.644913502,-5747447.200866044,3.0781799753441117,0.0059844970703125,0.007696627987063324,0.12000000000000006,0.13864454627037048,0.10981477051973343,-9.855314254760742,0.014094891957938671,-0.016829155385494232,-0.21402640640735626,-0.37085965275764465,-9.815126419067383,0.013292322866618633,0.08626280725002289
1701588671684923887,-3447236.6443769187,-5747447.2000931725,3.0782381494774125,0.0050140380859375,0.013955777240383223,0.12300000000000007,0.3052990138530731,0.2540862560272217,-9.798639297485352,-0.001371132442727685,-0.016917776316404343,0.025411279872059822,-0.3894800543785095,-9.824955940246582,0.011423446238040924,0.08665157854557037
1701588671729341268,-3447236.648212768,-5747447.198201007,3.0782476862205765,0.0050140380859375,0.016856119045621357,0.12600000000000006,0.08126183599233627,0.2678454518318176,-9.746736526489258,0.010858193039894104,-0.01677067205309868,-0.14105919003486633,-0.42857444286346436,-9.847055435180664,0.009736711159348488,0.08644182235002518
1701588671779457092,-3447236.648212768,-5747447.198201007,3.0781628092064164,0.0050140380859375,0.021091561559067874,0.12900000000000006,0.2519649863243103,0.24750474095344543,-9.818325996398926,0.010883092880249023,-0.01645505242049694,0.004980974830687046,-0.3598574995994568,-9.835853576660156,0.0068927351385355,0.08665215224027634
1701588671831881523,-3447236.648212768,-5747447.198201007,3.078220983339717,0.0050140380859375,0.023992757574532873,0.13200000000000006,0.09621301293373108,0.29061180353164673,-9.826677322387695,0.006073153577744961,-0.01615309529006481,-0.16204941272735596,-0.4097578823566437,-9.837471008300781,0.010267985984683037,0.08635184168815613
1701588671879215002,-3447236.648518438,-5747447.198544088,3.078192373110225,0.00452880859375,0.02746695024584356,0.13500000000000006,0.19567549228668213,0.2528824508190155,-9.767020225524902,0.007419746369123459,-0.015983302146196365,-0.014238248579204082,-0.3644334673881531,-9.844356536865234,0.011779168620705605,0.08665426820516586
1701588671936941862,-3447236.648518438,-5747447.198544088,3.0782810648216508,0.008734130859375,0.03008520589084608,0.13800000000000007,0.2802048921585083,0.31453728675842285,-9.719293594360352,0.0058325412683188915,-0.015531731769442558,-0.016197094693779945,-0.41555920243263245,-9.827150344848633,0.013111582025885582,0.08652438223361969
