time_stamp,x_pos,y_pos,heading,vel_true,delta_cmd,acc_cmd,x_acc,y_acc,z_acc
1639131818366682291,-3447291.6091522994,-5747547.457766493,-0.8032538135859628,1.0173644444444445,6.1975261620697415,0.19335841400675235,-0.06772646307945251,-0.4313964247703552,-9.855911254882812
1639131818470079421,-3447291.5043770606,-5747547.55893515,-0.7413870533320566,1.0002197265625,6.322054190517457,0.20335841400675236,0.7332980036735535,1.7393920421600342,-9.642335891723633
1639131818547673225,-3447291.4123789156,-5747547.644204494,-0.6944138248774667,1.0052337934027777,6.869363673120766,0.20335841400675236,0.09775853157043457,1.72556734085083,-9.37387466430664
1639131818623762130,-3447291.309585439,-5747547.711682406,-0.6485537727687021,0.9850158116319445,6.649587587752344,0.20335841400675236,0.1486402153968811,0.04496777802705765,-8.93061637878418
1639131818708383560,-3447291.201074989,-5747547.782155587,-0.6044878204676767,0.9651214887152777,6.791174886912208,0.21335841400675237,1.5462268590927124,0.022962450981140137,-6.715515613555908
1639131818813358068,-3447291.1050637127,-5747547.839789668,-0.5409735878321786,0.9720763585069445,7.056191249253291,0.22335841400675238,-0.17876964807510376,-1.513023853302002,-7.88839054107666
1639131818912274837,-3447291.0051367967,-5747547.883901428,-0.4845139225337167,0.9541229535590278,7.069599050061051,0.2333584140067524,1.0722358226776123,-0.7902767658233643,-8.544628143310547
1639131819011256217,-3447290.8996357187,-5747547.926957266,-0.42718855937453704,0.97369384765625,7.080275181454027,0.2433584140067524,0.3487599492073059,-0.186867356300354,-11.154664993286133
1639131819111874580,-3447290.77831093,-5747547.988511531,-0.37518899043532805,0.9824279210069444,6.929672402096723,0.2333584140067524,-0.7856613397598267,-1.2684564590454102,-9.374471664428711
1639131819211531162,-3447290.667763524,-5747548.029865735,-0.3219622810694833,0.9906768511284724,6.677853700806618,0.2433584140067524,0.48450398445129395,-0.7193608283996582,-9.870824813842773
1639131819307613372,-3447290.5620036717,-5747548.062111881,-0.26788727839919524,0.9950439453125001,6.182962403503199,0.2433584140067524,0.47245699167251587,1.912034273147583,-7.795324325561523
1639131819405756473,-3447290.430207593,-5747548.119887652,-0.20591358741256194,0.9900298784722223,5.420577445347736,0.2333584140067524,0.4017331600189209,1.4325642585754395,-11.098586082458496
1639131819506814479,-3447290.430207593,-5747548.119887652,-0.1454147537562509,0.99892578125,4.566907510346705,0.2333584140067524,0.4874829947948456,-1.7197179794311523,-10.094542503356934
1639131819605933427,-3447290.220646823,-5747548.128506907,-0.08491198619338469,1.0000580121527778,3.6247004793796638,0.2333584140067524,0.252866268157959,0.5506319403648376,-10.76032543182373
1639131819713950634,-3447290.1097850255,-5747548.149216711,-0.017368956408228442,0.98663330078125,2.736872991723566,0.2433584140067524,0.9772953987121582,0.2113172560930252,-11.444005966186523
1639131819808822154,-3447289.98762242,-5747548.164162915,0.03742094437149568,1.0094390581597223,1.798383641962354,0.2433584140067524,-0.17883500456809998,-3.190363645553589,-8.746273040771484
1639131819908472299,-3447289.874763936,-5747548.153683973,0.09544582764175935,1.0149383832465277,0.9035976539451902,0.2333584140067524,0.21305187046527863,0.5334700345993042,-8.809511184692383
1639131820006305932,-3447289.7629245333,-5747548.141490669,0.15219135681656404,1.0183349609375,0.0003975759992214667,0.2333584140067524,0.028081119060516357,0.5049161314964294,-9.704976081848145
1639131820113849878,-3447289.652435781,-5747548.119900179,0.190516666569982,1.04486083984375,-0.7889424594726822,0.22335841400675238,0.5784845352172852,-0.7872483730316162,-8.71584701538086
1639131820221802711,-3447289.53982109,-5747548.098639507,0.19592233101395173,1.0639464756944446,-1.2349315361974067,0.21335841400675237,-0.4446530044078827,1.115465521812439,-9.169843673706055
1639131820307653188,-3447289.429789731,-5747548.077477181,0.1837122003224234,1.0857818315972223,-1.3381468259149454,0.20335841400675236,0.6879340410232544,1.277377724647522,-7.548340797424316
1639131820408584356,-3447289.3137583532,-5747548.053052679,0.16046305099991365,1.0700927734375,-1.1715510787402648,0.19335841400675235,0.3154982626438141,1.7697681188583374,-8.875730514526367
1639131820513177871,-3447289.188715175,-5747548.059557782,0.1312369863179068,1.0741363237847223,-0.8858268634020353,0.18335841400675235,-1.0107969045639038,0.9160517454147339,-8.916894912719727
1639131820605000734,-3447289.0731505994,-5747548.075351604,0.11081583897141023,1.05133056640625,-0.5365302820527064,0.18335841400675235,0.7585310935974121,-0.4672713577747345,-7.15280818939209
1639131820707633495,-3447288.9519602773,-5747548.085453796,0.08940310875443025,1.0320831011284723,-0.2008529466951362,0.18335841400675235,-1.259300947189331,2.0593903064727783,-11.112903594970703
1639131820812534809,-3447288.8415614297,-5747548.088526786,0.06809754768875642,1.0324066449652778,0.12532050533347788,0.17335841400675234,-1.2134897708892822,0.11551797389984131,-8.467670440673828
1639131820907731533,-3447288.730744869,-5747548.084477441,0.055949286618504956,1.0039398480902777,0.4256741001271048,0.17335841400675234,-0.15098707377910614,0.25483861565589905,-10.550329208374023
1639131821007393598,-3447288.605072486,-5747548.099250577,0.04853136936691804,0.9960144618055558,0.7385865047082966,0.17338344697629002,1.0915788412094116,0.20488056540489197,-9.243223190307617
1639131821105356216,-3447288.497312282,-5747548.102030918,0.04877777496841951,0.9788696289062501,1.2356554110289126,0.18338344697629003,-0.26299136877059937,-0.21738354861736298,-11.236992835998535
1639131821210145235,-3447288.390247985,-5747548.109504266,0.05462034145859285,0.9680328081597224,1.5625414165798364,0.19338344697629004,0.6909014582633972,-0.03684064745903015,-9.96508502960205
1639131821311236619,-3447288.2813527323,-5747548.102522501,0.07134695450333162,0.9622100542534723,1.7599357071559953,0.20338344697629004,-0.5446032881736755,-0.5778583288192749,-10.912453651428223
1639131821416560888,-3447288.167176311,-5747548.117402752,0.09624941746262117,0.9602691362847223,1.8784244355308526,0.21338344697629005,0.5409450531005859,-0.5185550451278687,-11.075916290283203
1639131821524975061,-3447288.061358988,-5747548.119862077,0.13207192818192048,0.9688416102430557,1.8622999940016078,0.22338344697629006,-0.44726985692977905,1.9245588779449463,-10.488882064819336
1639131821616776466,-3447287.9688242986,-5747548.131983061,0.16383011738327546,0.98145751953125,1.7817541868538653,0.22338344697629006,1.3101341724395752,0.04778718948364258,-8.079297065734863
1639131821706437349,-3447287.9688242986,-5747548.131983061,0.19326742092636628,1.00474853515625,1.690092102859035,0.22338344697629006,-0.10572963953018188,0.7541121244430542,-10.404167175292969
1639131821806612253,-3447287.7500098334,-5747548.098621462,0.22823698917892976,1.0155853559027777,1.5683987620743292,0.21338344697629005,-0.18785905838012695,0.44223833084106445,-7.676605224609375
1639131821907511472,-3447287.632580793,-5747548.083858814,0.2597392360356192,1.0303038975694445,1.4340459216416728,0.20338344697629004,0.8938412666320801,-1.2071998119354248,-10.30811882019043
1639131822006938457,-3447287.518133249,-5747548.073845295,0.29214520851639314,1.0282012651909722,1.323294476796742,0.20242968594049812,0.3264494836330414,-0.6780903339385986,-9.681113243103027
1639131822106782913,-3447287.4050617954,-5747548.02960111,0.32264919678238435,1.0307891558159723,1.231228879728377,0.19417719522986915,0.29486989974975586,1.6788586378097534,-9.318988800048828
1639131822206379413,-3447287.298077639,-5747547.996641483,0.35396488110092683,1.0390380859375,1.1399849630385144,0.18417719522986914,-0.19191735982894897,0.8213989734649658,-11.549599647521973
1639131822306477785,-3447287.298077639,-5747547.996641483,0.38669343391922517,1.0147765538194444,1.0490907181863542,0.19417719522986915,0.6329200267791748,1.5912806987762451,-11.416563034057617
1639131822405658006,-3447287.0960455486,-5747547.939095176,0.4161812822010855,1.0188202191840277,0.9696595288810004,0.19417719522986915,0.4037947952747345,-0.7757226228713989,-9.45322036743164
1639131822506143093,-3447286.9968581935,-5747547.900315818,0.44282908836868806,1.017041015625,0.9099958041334433,0.1938946974607205,0.08183148503303528,-3.118016481399536,-11.217901229858398
1639131822609493255,-3447286.8768426045,-5747547.838653826,0.4706100980427603,1.0244812586805556,0.8676367330690377,0.1938946974607205,-0.5659337043762207,-0.2956620454788208,-11.966609001159668
1639131822713479280,-3447286.7857501707,-5747547.8027101,0.5006607333805899,1.0071747113715277,0.8313741087371714,0.2038946974607205,0.6820580959320068,-0.09644030034542084,-8.351337432861328
1639131822812669038,-3447286.6836694716,-5747547.772294204,0.5292261401799063,1.0154236414930558,0.792795588135002,0.1938946974607205,0.021570373326539993,-0.43175172805786133,-11.046683311462402
1639131822911458253,-3447286.589814478,-5747547.731451462,0.5552525083210806,1.0110565473090278,0.6049349330533942,0.19091408456910297,-0.1853567361831665,-0.6265231370925903,-10.074258804321289
1639131823007761001,-3447286.495284701,-5747547.65926289,0.5780383507397513,1.0131591796875,0.4495638398463142,0.19091408456910297,0.08412976562976837,-0.9941462874412537,-9.924516677856445
1639131823106227159,-3447286.4035160867,-5747547.599470998,0.6013802448895316,1.0126739214409723,0.3842859392286944,0.1907023234035718,-0.19289863109588623,0.8734904527664185,-8.649627685546875
1639131823212000846,-3447286.319834221,-5747547.532810924,0.623993651070867,1.00927734375,0.39889442557518756,0.1907023234035718,0.7836198210716248,0.08033299446105957,-9.140015602111816
1639131823308309793,-3447286.227619607,-5747547.489154908,0.6435026685383658,1.0087920855034722,0.44563138803703506,0.18070232340357179,0.738498330116272,0.23850035667419434,-9.700202941894531
1639131823408089160,-3447286.1372474455,-5747547.443654781,0.6619190136578421,1.0010284136284724,0.5098763668461492,0.18070232340357179,1.159197449684143,-1.7191646099090576,-9.872614860534668
1639131823509388208,-3447286.1372474455,-5747547.443654781,0.6820742646839957,0.9898681640625,0.6048728243324399,0.1907023234035718,0.7358465194702148,-0.3478862941265106,-8.359688758850098
1639131823607773542,-3447285.968439972,-5747547.324290769,0.7022919217732291,0.9825897504340277,0.511575285484015,0.2007023234035718,0.4317019581794739,-0.10160541534423828,-9.442481994628906
1639131823708866596,-3447285.895094905,-5747547.263604483,0.7195776859906058,0.9791931727430557,0.46189351585921373,0.2007023234035718,0.9108784794807434,-1.567798376083374,-9.378050804138184
1639131823809137821,-3447285.8192464593,-5747547.209881377,0.7391094724324088,0.99051513671875,0.5158921135776621,0.2007023234035718,0.26479122042655945,-0.8775173425674438,-9.36373233795166
1639131823910639286,-3447285.7446039603,-5747547.13394151,0.7593887607243399,0.9986023524305557,0.6025251214324975,0.1907023234035718,0.7728429436683655,-1.3990861177444458,-8.805334091186523
1639131824007674694,-3447285.6792780324,-5747547.049167043,0.7741326252606253,0.9940734288194445,0.6987239068941702,0.1907023234035718,0.7062123417854309,0.35789209604263306,-10.939895629882812
1639131824108345746,-3447285.5955531495,-5747546.970050564,0.7943413416531424,0.9976318359375,0.7948395046321276,0.1907023234035718,-0.010075334459543228,-0.6458302736282349,-9.344045639038086
1639131824208879709,-3447285.5196452043,-5747546.913289849,0.8128698031094412,0.9926177690972223,0.8848905950415675,0.2007023234035718,-0.7869927883148193,0.6196641325950623,-11.657580375671387
1639131824312015056,-3447285.4561758195,-5747546.85582051,0.8355007926609854,0.9981170941840277,0.9789733005088654,0.2073798845213472,-1.237738847732544,0.5733898878097534,-10.799102783203125
1639131824406764745,-3447285.385627311,-5747546.769260018,0.8530069152500968,1.0087920855034722,0.8990557091184996,0.2073798845213472,-0.1554497927427292,-1.5855481624603271,-10.408939361572266
1639131824508838415,-3447285.385627311,-5747546.769260018,0.8726614276554923,1.017041015625,0.8351160394382406,0.2073798845213472,1.6911604404449463,0.6636292934417725,-10.006844520568848
1639131824607943534,-3447285.272366529,-5747546.666977302,0.8927320400860648,1.0294952105034723,0.7050846469646675,0.2073798845213472,1.22421395778656,-1.8692573308944702,-7.810239791870117
1639131824715550422,-3447285.272366529,-5747546.666977302,0.9152870337155203,1.0322449305555557,0.6233446515770901,0.1973798845213472,1.073335886001587,0.15854382514953613,-11.007905960083008
1639131824806801319,-3447285.1672006594,-5747546.453283157,0.9332512776043753,1.0411407183159722,0.6462836531413324,0.18737988452134718,-0.0241975337266922,-0.8024861812591553,-7.390843391418457
1639131824908819913,-3447285.108652503,-5747546.382963477,0.9532926241543631,1.0398467730034724,0.6755294203965343,0.17737988452134718,0.2783260941505432,-0.43454545736312866,-9.094078063964844
1639131825008321285,-3447285.0448968983,-5747546.310967488,0.9740817109730582,1.0214081098090277,0.7350649625989139,0.17737988452134718,-1.6782033443450928,-0.007754802703857422,-11.673091888427734
1639131825112707376,-3447284.993328033,-5747546.236481041,0.9951698342945914,1.00474853515625,0.8063428853565862,0.17737988452134718,0.36984381079673767,-0.4874343276023865,-8.09361457824707
1639131825227287769,-3447284.9379552947,-5747546.154744926,1.0161119262364249,0.9887359331597223,0.8829505183248549,0.18737988452134718,-1.4358670711517334,-0.047913432121276855,-8.514800071716309
1639131825308109760,-3447284.873145526,-5747546.055990119,1.0306686917927603,0.99439697265625,0.9838487018069619,0.1973798845213472,-1.5652018785476685,-1.6849365234375,-10.375530242919922
1639131825411042928,-3447284.831564346,-5747545.9638338415,1.0517944852497916,0.9848540972222223,0.9268639113119324,0.1973798845213472,-0.01633623242378235,-1.4004778861999512,-7.854982852935791
1639131825507420778,-3447284.790259198,-5747545.898251236,1.0686676065113883,0.9858246137152777,0.8700077740804909,0.1973798845213472,-0.10351583361625671,-2.7424654960632324,-12.0775728225708
1639131825606827974,-3447284.7457860126,-5747545.784291894,1.088777826228414,0.991162109375,0.9179498181435446,0.1973798845213472,-0.13347169756889343,-0.3925405740737915,-9.568359375
1639131825704895496,-3447284.708149015,-5747545.697266738,1.1090836385872702,0.99569091796875,0.9578579619179585,0.1973798845213472,1.4374512434005737,0.10035283863544464,-7.4988250732421875
1639131825810433387,-3447284.6678048316,-5747545.634914442,1.1301491717484335,0.9990874956597223,1.0176202907851142,0.20526024955056496,-0.377956748008728,-0.370364785194397,-9.688272476196289
1639131825907640218,-3447284.6678048316,-5747545.634914442,1.1498008827355246,1.0039398480902777,1.0773782931329663,0.19526024955056495,-0.3431982398033142,-0.5577981472015381,-9.468730926513672
1639131826009812116,-3447284.6219460536,-5747545.52326229,1.1701156655934195,1.0018371006944444,1.1529621697226349,0.20526024955056496,0.28582799434661865,-0.7629168033599854,-10.595072746276855
1639131826108322143,-3447284.5630154996,-5747545.3339651255,1.1923306743290762,1.0081451128472223,1.0449291124641873,0.19526024955056495,0.09498128294944763,-1.248072624206543,-9.514070510864258
1639131826210774421,-3447284.5238786936,-5747545.229297569,1.216029749312673,1.001513671875,0.9411733648106196,0.18526024955056494,0.1622866690158844,0.931014895439148,-8.89840030670166
1639131826311838388,-3447284.4983074046,-5747545.125026643,1.2375481585648398,0.9977935503472223,0.9352311706401122,0.1885555164294814,-0.37851211428642273,-0.7036676406860352,-10.494251251220703
1639131826408186197,-3447284.469925192,-5747545.041813547,1.2560020248082022,0.98145751953125,0.9756818942378624,0.1985555164294814,0.47269779443740845,-0.614643394947052,-9.614295959472656
1639131826517652750,-3447284.469925192,-5747545.041813547,1.2785988907006125,0.98792724609375,1.0369801117269133,0.20855551642948142,0.7166872620582581,-0.7108607292175293,-10.450700759887695
1639131826606683969,-3447284.4498257935,-5747544.7860197695,1.298156783976827,0.9952056597222223,1.0769000694832842,0.21855551642948143,-0.8536759614944458,-0.44366663694381714,-8.405029296875
1639131826706573486,-3447284.4498257935,-5747544.7860197695,1.318971918025289,1.0173644444444445,1.1141981462168304,0.20855551642948142,0.49958136677742004,-0.4600291848182678,-7.436183929443359
1639131826806342840,-3447284.4029374165,-5747544.640556257,1.3405685583737235,1.0121886631944446,1.0163307376617121,0.1985555164294814,0.8412598371505737,-2.540821075439453,-8.598320960998535
1639131826907521247,-3447284.3857009956,-5747544.521173535,1.3624202171948294,1.0296570399305558,0.9153026880717319,0.1885555164294814,0.4100157618522644,1.3215724229812622,-9.94897747039795
1639131827007526636,-3447284.3718961184,-5747544.408641735,1.3843011120941977,1.0123504926215277,0.9012360785030455,0.1785555164294814,-0.5100646018981934,3.1538777351379395,-11.559741973876953
1639131827111273050,-3447284.3668086943,-5747544.305505794,1.4089258025076727,1.01510009765625,0.9257324333692158,0.1785555164294814,0.5077210664749146,1.8923090696334839,-7.94924259185791
1639131827206269025,-3447284.3668086943,-5747544.305505794,1.4263362745430808,0.9935882855902777,0.9682658556165896,0.1785555164294814,1.2349085807800293,-1.977860450744629,-6.630801200866699
1639131827305953741,-3447284.369785995,-5747544.11730977,1.446911939480577,0.9906768511284724,1.0219094871327734,0.1885555164294814,0.36944034695625305,-0.5734914541244507,-8.844708442687988
1639131827410094738,-3447284.359914351,-5747544.006800015,1.469576888778482,0.9874419878472224,1.0798082739663313,0.1985555164294814,1.1796016693115234,2.545412540435791,-10.575386047363281
1639131827507362842,-3447284.3678617384,-5747543.90788633,1.4870182956245284,0.9914855381944445,1.1556903956786837,0.1985555164294814,0.19908407330513,5.810825824737549,-8.54999828338623
1639131827612727642,-3447284.358581253,-5747543.8149749385,1.5116694654014449,0.9812958051215277,1.2121809164503543,0.1985555164294814,-1.8396425247192383,0.038303911685943604,-8.547611236572266
1639131827711824417,-3447284.364548716,-5747543.706062728,1.5317628952350955,1.0011902430555557,1.090549652936742,0.202554635059071,0.7890111804008484,0.5414208173751831,-9.630999565124512
1639131827816471338,-3447284.3738176506,-5747543.585767126,1.5564655541118722,1.0000580121527778,0.9836347820028701,0.21255463505907102,-0.5746760368347168,-0.18643908202648163,-10.321243286132812
1639131827919143438,-3447284.3836952946,-5747543.486849682,1.578547139955928,1.0227020551215278,0.961527023764981,0.202554635059071,1.008328914642334,0.9620269536972046,-11.241765975952148
1639131828025576114,-3447284.400578675,-5747543.393923003,1.5998121698631547,1.0207611371527778,0.9379859595813589,0.202554635059071,0.5206210613250732,-0.1340482085943222,-8.885873794555664
1639131828108856678,-3447284.4151667166,-5747543.2862834055,1.6199652155174515,1.0304657269965278,0.8817105013388458,0.192554635059071,0.789911150932312,-0.2869560122489929,-10.62549877166748
1639131828211166381,-3447284.4384894576,-5747543.166309715,1.6456700762047074,1.0298187543402777,0.690585797299937,0.192554635059071,-0.2095368504524231,-1.031230092048645,-10.094541549682617
1639131828310466051,-3447284.4587187595,-5747543.068793555,1.6668769319786332,1.03062744140625,0.4082596455764773,0.182554635059071,0.0915672704577446,-0.7870622277259827,-9.626228332519531
1639131828410122632,-3447284.485334223,-5747542.9693812225,1.6866737802757523,1.0110565473090278,0.08905032465250279,0.182554635059071,-0.014590874314308167,-0.6319200992584229,-10.030708312988281
1639131828507501363,-3447284.485334223,-5747542.9693812225,1.7065473993553422,1.0076599696180557,-0.24629586078883048,0.19155432088272253,0.3847852349281311,-0.5877639055252075,-9.314216613769531
1639131828606095790,-3447284.532105692,-5747542.744288988,1.7177688081993363,1.0120269487847222,-0.5248910015053968,0.18370772307043334,-0.08981987088918686,0.3443804383277893,-9.274245262145996
1639131828707326173,-3447284.55734521,-5747542.6373553565,1.7220155199302933,1.0117035199652777,-0.7077380229847894,0.18370772307043334,0.20479851961135864,-0.20107752084732056,-9.000415802001953
1639131828807444572,-3447284.5891022175,-5747542.544282454,1.721014638735225,1.0055572222222222,-0.7905407931028517,0.17370772307043333,0.8577159643173218,2.7252132892608643,-8.60011100769043
1639131828908246994,-3447284.6179217626,-5747542.433810822,1.7128306825889847,1.0005431553819444,-0.7915956599937815,0.18370772307043334,1.3561939001083374,-0.20821905136108398,-9.20921802520752
1639131829006353139,-3447284.6179217626,-5747542.433810822,1.7038961847557328,1.0013519574652778,-0.7122563297456669,0.18370772307043334,0.5266965627670288,0.45335328578948975,-9.333307266235352
1639131829107456207,-3447284.662760306,-5747542.210489341,1.6938215692772172,1.0055572222222222,-0.614292621651087,0.19370772307043335,0.2338978350162506,0.6712501049041748,-9.212798118591309
