time_stamp,x_pos,y_pos,heading,vel_true,delta_cmd,acc_cmd,x_acc,y_acc,z_acc
1639132914241885900,-3447288.2497691335,-5747530.415216029,2.7118913133873246,1.3547607421875,1.6115712147195287,0.4,2.1878063678741455,2.8466620445251465,-11.116483688354492
1639132914326839208,-3447288.2497691335,-5747530.415216029,2.7513362367882035,1.3392333984375,1.3741679298403386,0.4,-1.0513944625854492,3.429560661315918,-10.037270545959473
1639132914427534818,-3447288.544274391,-5747530.274005883,2.790455957247188,1.3432769487847225,1.724262469565596,0.4,0.33912888169288635,0.5992274284362793,-8.330456733703613
1639132914529267787,-3447288.544274391,-5747530.274005883,2.8279773195518754,1.3381011675347225,1.5862721339176766,0.4,-0.15487992763519287,-2.1556947231292725,-12.366914749145508
1639132914629758834,-3447288.855119486,-5747530.13961273,2.8657285173668168,1.3421447178819446,1.791077261135574,0.4,-2.08981990814209,-0.24786901473999023,-11.469658851623535
1639132914734981775,-3447289.012973574,-5747530.102976487,2.911594529940059,1.34376220703125,1.6293870856702617,0.4,-1.7235931158065796,-0.6655703186988831,-9.425180435180664
1639132914829473495,-3447289.1625214233,-5747530.0620358195,2.950748582674434,1.3340576171875,1.661056006115412,0.4,-1.2275989055633545,-0.5585198998451233,-5.937575817108154
1639132914931880950,-3447289.3141464074,-5747530.027872871,2.996511121584346,1.3363220789930557,1.5147976296073646,0.4,0.05225110054016113,1.0459014177322388,-8.59951400756836
1639132915023599386,-3447289.469228905,-5747529.995354012,3.0349942644371293,1.3335723589409725,1.3595549063041128,0.4,0.2726149559020996,0.3194115161895752,-13.063121795654297
1639132915126731157,-3447289.469228905,-5747529.995354012,3.073882718874385,1.3377777387152778,1.40330930838599,0.4,-1.65966796875,-1.5062298774719238,-8.90854263305664
1639132915223447799,-3447289.7819274287,-5747529.949826036,3.11529507239001,1.3398803710937501,1.291631355233186,0.4,-1.8134969472885132,-1.3658313751220703,-16.26436996459961
1639132915327293634,-3447289.7819274287,-5747529.949826036,-3.1272789676997323,1.34893798828125,1.126992548977642,0.4,-0.541777491569519,-0.8717167377471924,-8.452754974365234
1639132915447210788,-3447290.091512681,-5747529.95152295,-3.079140349230494,1.3418212890625,1.18111723439748,0.4,1.9125672578811646,2.6890225410461426,-10.210278511047363
1639132915526672363,-3447290.2381716,-5747529.947437089,-3.047516985735621,1.3406890581597224,1.0724320958976221,0.4,-1.3362250328063965,-0.616443932056427,-12.520832061767578
1639132915627497434,-3447290.390891052,-5747529.976153325,-3.009360476336207,1.33858642578125,1.2146025835466268,0.4,1.5324039459228516,-0.6453839540481567,-8.598321914672852
1639132915729360580,-3447290.5415404206,-5747529.985024245,-2.971396609148707,1.3555694292534726,1.0794650762208453,0.4,-0.11339014023542404,-0.6643667817115784,-12.384214401245117
1639132915823686599,-3447290.68442495,-5747530.004197885,-2.932543440661158,1.3478057573784725,0.937002569804806,0.4,1.615304946899414,1.5084582567214966,-10.419081687927246
1639132915941191673,-3447290.8357811463,-5747530.02659731,-2.8898741443965097,1.3667296788194445,0.7872600018714755,0.4,0.9464694261550903,1.098109483718872,-9.198480606079102
1639132916024560451,-3447290.9797755326,-5747530.042198583,-2.8546139438960214,1.3461883832465278,0.6189759571154191,0.4,-0.005211979150772095,0.1388430893421173,-11.281139373779297
1639132916125883102,-3447291.1280468204,-5747530.066299312,-2.8180357654902597,1.3714203168402779,0.6990609340239657,0.4,0.8311402797698975,-1.6797529458999634,-9.375663757324219
1639132916224501132,-3447291.1280468204,-5747530.066299312,-2.78406302531692,1.370773344184028,0.6420346305980659,0.4,-0.783462643623352,-2.3216874599456787,-8.66931438446045
1639132916328576326,-3447291.418167666,-5747530.139667726,-2.75189749797317,1.3846831987847221,0.7058167264420532,0.4,-0.6739077568054199,1.1456611156463623,-7.519704818725586
1639132916422757387,-3447291.418167666,-5747530.139667726,-2.719448252520289,1.37611083984375,0.5420891096766126,0.4,1.3916960954666138,-0.5313020944595337,-7.292407989501953
1639132916527360439,-3447291.556277652,-5747530.178748304,-2.687360449633326,1.3827422808159722,0.6399641792977891,0.4,0.22159090638160706,-1.3644139766693115,-11.482784271240234
1639132916626249313,-3447291.8232802195,-5747530.321247548,-2.657258196673121,1.3699646571180555,0.7497502559664855,0.4,-1.387710452079773,0.47295859456062317,-8.592950820922852
1639132916724204540,-3447291.958414783,-5747530.346013562,-2.627029105028834,1.3827422808159722,0.612440899130209,0.4,1.9122898578643799,-1.1564490795135498,-6.70656681060791
1639132916824780941,-3447291.958414783,-5747530.346013562,-2.5983764370295663,1.3913146397569447,0.5545228339007645,0.4,0.38892579078674316,-2.073744297027588,-9.09885025024414
1639132916927277088,-3447292.085223793,-5747530.405574684,-2.5694104870173593,1.3832275390625,0.5111513975474834,0.4,-1.035425066947937,-2.134284496307373,-5.812890529632568
1639132917022788047,-3447292.21124432,-5747530.476476956,-2.5409309109065195,1.4070038129340279,0.47080492375711097,0.4,-0.5869027376174927,1.977613925933838,-9.375663757324219
1639132917129605293,-3447292.4559954186,-5747530.651092627,-2.5142580707881113,1.4246337890625,0.8000876572598585,0.4,-0.3613315224647522,-0.7060674428939819,-13.398399353027344
1639132917227373838,-3447292.584495626,-5747530.681138944,-2.47997252543899,1.2565826128472224,0.7318005948516766,0.4,2.858811855316162,-1.9146894216537476,-11.072336196899414
