"时间","longiForce Monitor: longiForce Monitor (N)","sideForce Monitor 2: sideForce Monitor 2 (N)","verticalForce Monitor 2: verticalForce Monitor 2 (N)","xMoment Monitor 2: xMoment Monitor 2 (N-m)","yMoment Monitor: yMoment Monitor (N-m)","zMoment Monitor: zMoment Monitor (N-m)"
0.005,4430.798753448326,-1.5857903322813445,-145298.5001608797,-15.527138689484742,3402.3633099087215,7763.587513232004
0.01,9001.657812737198,-16.954688817317887,-143722.11825584839,4.894081603577518,7403.1727001968675,15964.285718366284
0.015,14054.365618817961,33.95286013078238,-143802.35565814114,-43.186731228548524,13148.360389224705,25700.38447701774
0.02,15841.14175067248,12.645317035387002,-143066.65181858663,-18.70257120390469,15075.566123076616,29654.811036744497
0.025,15964.322053702283,1.9557606835933559,-141749.96241852615,-7.188444361457955,15230.352414044348,29960.05147570807
0.030000000000000002,15222.85563700868,19.387713343273692,-141298.54085942966,-27.878205609867624,14736.653729105452,28534.965879572384
0.035,14994.522835632952,23.15435027219014,-141276.28818073389,-33.967009487479636,14516.06639749119,28207.732742037464
0.04,14719.619324764864,30.49247457291581,-141332.89755381594,-43.652738135651894,14258.301768622485,27773.943336218523
0.049999999999999996,14744.901587721379,14.563153189731233,-141672.6981108983,-24.417202896907238,14164.426235871057,27455.319698936884
0.05499999999999999,15062.565912483731,30.91397871718199,-142099.744113775,-43.89256799457202,14273.005985772881,27606.025459606724
0.05999999999999999,15103.511605685271,26.359218756627918,-142324.47681465276,-36.816996094005056,14314.052972495734,27704.21721482993
0.06499999999999999,15510.56373893737,35.34899416545832,-142773.98493455732,-48.049534530785806,14644.710628849232,28278.873948986362
0.06999999999999999,15534.247369016852,23.031687825562955,-142829.78340580667,-32.18399412789757,14713.834143588612,28480.118204863786
0.075,15862.423457664458,13.707063213118563,-142992.35552126513,-19.714738756993125,14927.545648159685,28955.456800685082
0.08,15897.08944561447,15.490928647543154,-143046.38126021414,-21.724966222397434,15009.590187941305,29255.17986348144
0.09000000000000001,16328.312428564977,41.476567221962284,-143220.40117620226,-52.114192587535555,15504.194853883842,30236.177033714695
0.09500000000000001,16671.994531014985,47.32295759415619,-143342.26429504104,-57.295898295578404,15808.964024108947,30743.442287976424
0.10000000000000002,16803.30279652889,42.048499400939036,-143387.23463436626,-52.767357256408644,15894.659293671568,31302.651119472604
0.10500000000000002,17157.581670299278,53.56946320775204,-143493.95380848352,-68.60012884937689,16149.939759946412,31870.392578370556
0.10822435820450005,17380.085769625464,40.34835675085375,-143537.14468995034,-51.34686429032678,16370.206404505592,32780.00486745971
0.11165034713268727,17470.66431401466,27.453618065272245,-143492.29096469906,-33.26701160031612,16584.922148010482,33280.28681800617
0.11642773737215953,17778.237830469192,37.48750926723163,-143560.96933825378,-44.231842701855314,16808.684780143063,33612.59170833963
0.1190421514079861,17994.052508819812,68.44767853290337,-143657.79797099557,-80.80002239376105,17028.90598412631,34339.01350808865
0.12768799595013716,18203.08833995819,93.73455502159119,-143778.2522722871,-111.30011105744617,17235.913891699103,34634.86036459111
0.1321026482072474,18233.063512572793,88.15810541945278,-143906.9501765207,-103.94466245214781,17273.21337739967,34834.39637450121
0.13524917686887242,18747.50483900695,84.869684856148,-144182.3397963013,-101.6224777876245,17493.105828554533,35489.56297547529
0.1384975448101175,18766.65376344967,83.50418599124386,-144342.0970071713,-98.22437497889425,17496.897684580777,35923.39796937403
0.14157674557101196,18676.627463321525,76.81908090128451,-144476.03661741168,-86.56498349535588,17551.937344953833,36076.63107023204
0.14455061025479404,19154.027487484054,78.79087439539101,-144638.80792454383,-92.37580323135454,17810.563870703063,36621.331729582955
0.14780746599307115,19186.948412135564,87.38092855804794,-144768.61304522687,-99.30419147010205,17792.443989039657,36945.24249659981
0.15626989325642346,19644.892285028393,133.2976838977635,-145100.41043794193,-152.68385346032494,18012.5730294809,37535.455715366516
0.16126989325642346,19643.929768304897,131.6064192063976,-145197.15273869582,-150.17392079294487,18011.769052555228,37788.121861692045
0.16626989325642347,20013.552413249123,123.27215563689913,-145359.05048324083,-137.8020536673383,18235.117800321634,38467.97988727376
0.17126989325642347,20060.153765974737,120.69138759296926,-145441.1209232635,-133.26366603766718,18340.642592659406,38799.283418926214
0.17626989325642348,20621.72743337334,121.22458622724928,-145642.0953222742,-129.6652295412446,18709.904192312428,39901.60594579225
0.1806142088031048,20686.273830320526,135.7330591656666,-145667.5835605375,-145.91013446483868,18844.620913378527,40333.30260776958
0.18491270066884832,21283.856329304766,165.97839744298042,-145844.5464953502,-184.28680923898847,19366.732437532217,41397.483632233794
0.18951454704193896,21401.877565851173,181.16742155489595,-145901.94793413673,-201.92715708967765,19586.949428040738,41916.59098698871
0.1991984565255654,22264.898711481463,217.9646309656922,-146176.03279275048,-238.31727258976366,20230.79374156421,43302.41231914452
0.20323562362099637,22317.388854027122,201.28287667513115,-146236.74621363473,-216.27394416511908,20380.73789744298,43847.67030215654
0.2069084350602555,22983.36321688281,207.4956754137839,-146411.2376921004,-221.0988745636971,21040.166162638554,45010.74832838983
0.21130872765512665,22940.796228677355,190.13517956113898,-146439.69891052405,-197.39918024539418,21174.333514242655,45358.052260919896
0.21620112547538406,23351.222312997605,199.23868783606815,-146603.42611785632,-202.4735304345086,21476.536171437194,45965.407475411164
0.22081967476392392,23341.657580215553,217.67151933146818,-146655.57788601576,-224.71476753630031,21526.759484656388,46122.35605126517
0.22517013660472163,23942.256889393288,269.3544306789456,-146830.9170759072,-285.36105634064495,21732.017586758167,46890.59871636346
